Vmag,Plx,B-V,SpType,Luminousity Classes,label
7.49,2.28,1.198,K1III,III,2
8.61,12.87,0.676,G3V,V,4
7.78,3.59,1.045,K3IV,V,4
6.11,8.5,0.184,A7IV,V,4
9.8,4.07,0.547,G0V,V,4
9.42,9.74,0.47,F2V,V,4
8.37,2.47,0.043,B8II,II,1
9.36,4.15,0.724,G3V,V,4
7.05,5.06,1.053,K0III,III,2
8.94,7.01,0.49,F5V,V,4
8.63,6.43,0.555,F5V,V,4
7.95,4.05,1.185,K1III,III,2
8.93,1.71,1.2,G8III,III,2
7.47,7.65,0.563,G0V,V,4
7.98,3.59,1.058,K0III,III,2
9.43,0.62,0.65,A4III,III,2
6.37,3.38,1.586,M1II,II,1
8.0,4.82,0.85,G3III,III,2
7.35,4.14,1.169,K2III,III,2
8.92,5.38,1.097,K0III,III,2
7.44,18.54,0.549,F6V,V,4
6.04,15.07,0.158,A5V,V,4
8.68,7.2,0.462,F5V,V,4
5.35,9.91,1.142,K1III,III,2
6.33,23.53,0.596,F9V,V,4
8.89,4.06,0.985,G8III,III,2
9.21,5.49,0.469,F3V,V,4
4.77,42.62,0.43,F5V,V,4
7.45,8.43,1.079,K0III,III,2
8.01,1.89,1.622,K5III,III,2
5.87,10.17,1.016,G9III,III,2
8.69,2.23,1.02,G8III,III,2
7.93,11.86,0.409,F2V,V,4
8.45,7.87,0.505,F6V,V,4
8.72,14.37,0.541,G0V,V,4
6.92,3.25,-0.032,B8III,III,2
1.86,11.99,0.406,F1II,II,1
9.4,5.63,0.404,F0IV,V,4
8.53,13.89,0.504,F6V,V,4
9.29,4.34,0.491,F5V,V,4
8.62,2.42,1.094,K0III,III,2
8.28,8.98,0.456,F3V,V,4
8.3,8.01,0.582,G0V,V,4
8.98,11.16,0.763,G6V,V,4
7.97,14.93,0.571,G1IV,V,4
8.13,6.33,0.415,F5V,V,4
8.59,4.38,1.315,K3III,III,2
5.25,23.71,0.195,A7V,V,4
7.34,8.87,0.335,A8V,V,4
6.09,4.71,-0.057,B8V,V,4
5.74,7.67,1.228,K0III,III,2
6.83,2.05,1.906,K5III,III,2
9.77,8.93,0.48,F6V,V,4
9.81,7.98,0.73,G3V,V,4
7.72,5.1,1.503,K4III,III,2
8.97,3.51,1.226,K0III,III,2
9.1,1.98,-0.055,B1V,V,4
7.9,6.78,0.48,F5V,V,4
9.23,2.76,1.03,G6III,III,2
8.45,6.17,0.089,A0V,V,4
8.61,8.35,0.453,F3V,V,4
7.43,12.53,0.997,K1IV,V,4
6.12,10.68,0.567,F6III,III,2
7.24,18.97,0.714,G5V,V,4
7.68,12.29,0.451,F5V,V,4
8.6,6.96,0.962,G8III,III,2
8.89,-0.84,1.716,M1III,III,2
7.7,19.38,0.573,F8V,V,4
9.68,2.57,0.432,A8V,V,4
8.11,10.53,0.543,F8V,V,4
6.53,93.36,0.959,K3V,V,4
6.72,6.8,0.936,K1III,III,2
9.51,9.67,0.68,G5V,V,4
8.43,21.04,0.682,G5V,V,4
7.41,26.38,0.632,G3V,V,4
7.57,14.29,0.404,F0V,V,4
8.22,10.08,0.374,F2IV,V,4
8.86,7.74,0.642,G2V,V,4
9.87,4.62,0.421,F4V,V,4
8.39,18.32,0.576,G0V,V,4
8.08,3.56,1.054,K0III,III,2
8.57,-1.25,1.37,K3III,III,2
8.86,7.46,0.605,F8V,V,4
8.57,12.37,0.607,G1V,V,4
9.6,7.56,0.527,F6V,V,4
6.05,6.12,1.599,M2III,III,2
7.7,5.38,1.001,K0III,III,2
8.85,1.08,0.934,G8III,III,2
8.31,6.64,0.463,F3V,V,4
4.76,45.72,0.415,F3IV,V,4
9.26,2.46,0.488,F3V,V,4
7.7,1.9,1.025,K0III,III,2
8.96,5.35,0.428,F3V,V,4
8.83,1.66,1.16,G6III,III,2
9.44,6.15,0.391,F0V,V,4
8.4,1.68,1.451,K3III,III,2
6.3,8.09,1.075,K0III,III,2
8.25,2.66,0.195,B9V,V,4
7.26,2.17,-0.015,B4V,V,4
10.32,22.13,1.07,K7V,V,4
6.48,8.6,0.999,G8III,III,2
7.3,13.63,0.677,G5V,V,4
9.95,3.6,0.682,G5V,V,4
7.61,3.06,1.289,K2III,III,2
8.84,4.49,0.443,A9V,V,4
8.65,3.52,1.248,K1III,III,2
8.47,4.28,0.199,A0V,V,4
8.58,5.15,0.489,F3V,V,4
9.95,-1.71,0.39,A8III,III,2
8.48,5.4,0.494,F3V,V,4
9.21,2.06,0.457,F4V,V,4
8.48,8.13,0.584,F8V,V,4
8.18,7.35,0.363,F0V,V,4
6.34,7.76,0.04,A1V,V,4
8.53,5.6,-0.076,B2II,II,1
7.8,11.05,0.655,G1V,V,4
5.78,4.94,-0.004,A0V,V,4
8.9,7.64,0.505,F5V,V,4
7.92,1.96,1.715,M0III,III,2
8.27,5.42,0.539,F6V,V,4
7.51,5.34,0.149,A1V,V,4
9.02,-0.54,0.967,G5III,III,2
5.97,2.63,1.271,G7III,III,2
7.81,4.81,0.946,G8III,III,2
7.91,3.61,0.002,B9IV,V,4
10.21,7.05,0.549,G8V,V,4
8.77,6.77,0.465,F3V,V,4
6.73,11.08,0.52,F8IV,V,4
7.41,8.25,0.471,F6IV,V,4
8.7,2.0,0.05,B9IV,V,4
9.13,4.23,0.912,G8IV,V,4
9.2,6.81,0.563,G3V,V,4
9.17,7.2,0.457,F3V,V,4
5.81,44.8,0.53,G0V,V,4
6.28,2.2,1.661,M3III,III,2
8.75,6.96,0.554,F5V,V,4
8.1,5.67,0.407,F0V,V,4
8.25,3.26,1.236,K2III,III,2
7.7,5.07,0.164,A4V,V,4
7.72,11.71,0.463,F5V,V,4
7.85,3.91,0.4,A9V,V,4
8.63,3.26,1.192,K1III,III,2
7.61,6.79,1.085,G8IV,V,4
9.74,30.38,1.05,K3V,V,4
7.34,5.69,0.037,A0V,V,4
8.05,8.72,0.387,F2V,V,4
5.56,8.92,1.436,K4III,III,2
7.78,7.65,0.94,K0III,III,2
7.51,4.52,0.99,K0III,III,2
9.24,2.71,1.1,G8III,III,2
9.44,5.95,0.635,F3V,V,4
7.75,16.81,0.512,F5V,V,4
8.61,1.96,1.537,K3III,III,2
8.82,6.45,0.45,F3V,V,4
5.53,6.02,1.553,K5III,III,2
8.68,6.57,0.595,G3V,V,4
8.31,7.13,1.279,K2III,III,2
10.0,7.85,0.703,G5V,V,4
7.13,2.21,1.477,M1II,II,1
6.38,2.67,1.521,K4III,III,2
7.92,12.46,0.73,G2IV,V,4
7.51,42.45,0.752,K0V,V,4
6.22,8.78,0.426,F5II,II,1
7.53,2.49,-0.04,B6III,III,2
6.92,1.95,2.0,M0III,III,2
7.01,3.69,1.404,K2III,III,2
7.4,4.44,1.116,K1II,II,1
2.76,39.78,1.168,K2III,III,2
9.22,9.02,0.547,G3V,V,4
9.03,8.41,0.746,G5IV,V,4
6.64,2.67,-0.017,B9III,III,2
9.02,2.43,0.02,B9V,V,4
7.71,3.49,0.006,B9III,III,2
9.22,5.27,0.447,F3V,V,4
8.03,1.48,0.16,B3IV,V,4
8.13,2.57,1.431,K3III,III,2
8.49,9.35,0.516,F5V,V,4
6.36,23.43,0.384,F0V,V,4
7.59,2.52,1.684,M1III,III,2
8.64,3.05,1.261,G5V,V,4
7.65,2.39,1.22,K1III,III,2
5.75,7.9,0.017,A2V,V,4
8.7,9.03,0.592,G1V,V,4
7.78,3.77,0.004,B5III,III,2
8.85,2.82,0.083,A0V,V,4
8.24,1.92,-0.044,B5III,III,2
7.89,3.67,0.945,G5II,II,1
5.12,65.46,0.694,G5V,V,4
9.16,8.12,0.483,F3V,V,4
8.28,2.21,0.048,B8V,V,4
7.33,8.15,0.353,F0V,V,4
7.49,17.89,0.536,F6V,V,4
6.58,13.01,0.33,F0V,V,4
8.18,8.05,0.369,A6III,III,2
8.79,5.1,1.055,G8III,III,2
9.02,2.48,1.184,K0III,III,2
8.69,3.66,0.873,G8III,III,2
9.6,4.39,0.57,F2V,V,4
8.98,2.29,0.351,A5IV,V,4
6.71,3.41,-0.008,B9V,V,4
8.6,9.49,0.367,F0V,V,4
8.8,10.21,0.452,F5V,V,4
5.97,8.03,0.912,G8III,III,2
8.49,11.45,0.473,F5V,V,4
7.05,5.52,-0.043,B9V,V,4
7.76,2.02,1.483,K3III,III,2
8.96,0.18,1.399,K2III,III,2
8.76,3.32,0.399,F0V,V,4
9.47,6.38,0.512,F5V,V,4
9.29,0.21,0.32,B2III,III,2
8.56,9.22,0.486,F5V,V,4
7.9,3.63,1.731,M1III,III,2
6.93,9.54,0.9,G5III,III,2
8.86,8.47,0.671,G3V,V,4
7.99,12.94,0.456,F3V,V,4
9.42,5.95,0.489,F5IV,V,4
7.3,8.94,0.516,F7V,V,4
9.57,4.23,0.316,F0V,V,4
8.77,14.36,0.569,F8V,V,4
3.61,8.79,1.161,K1III,III,2
10.07,9.12,0.604,G5V,V,4
7.59,4.64,-0.005,B6V,V,4
9.36,12.41,0.61,G0V,V,4
8.46,1.52,-0.086,B3V,V,4
9.38,8.2,0.633,G3V,V,4
6.85,2.42,-0.008,B4V,V,4
8.54,2.8,1.221,K1III,III,2
7.34,3.2,-0.002,B5V,V,4
8.38,9.28,0.443,F2V,V,4
3.42,119.05,0.75,G5IV,V,4
8.26,3.29,1.108,K0III,III,2
8.09,4.03,0.038,A1V,V,4
7.51,28.58,0.617,G1V,V,4
9.18,11.28,0.577,F7V,V,4
9.19,4.92,0.503,F3V,V,4
7.14,3.74,-0.019,B6V,V,4
9.06,13.43,0.605,G3V,V,4
8.57,3.73,1.114,K1III,III,2
7.52,6.61,0.226,A4IV,V,4
7.62,0.06,1.69,K3III,III,2
8.31,2.46,0.159,B6V,V,4
9.33,9.52,0.573,G1V,V,4
6.41,8.55,-0.02,A0V,V,4
6.51,9.42,0.321,F2V,V,4
5.61,8.86,0.036,A1V,V,4
7.45,7.28,0.317,A7V,V,4
4.53,3.03,0.6,F7II,II,1
5.93,6.39,0.009,B9V,V,4
8.38,2.24,1.647,K1III,III,2
9.08,21.65,0.82,K1III,III,2
7.59,2.98,-0.001,B8II,II,1
8.7,2.06,1.072,K0III,III,2
7.53,12.31,0.403,F0IV,V,4
8.91,26.16,0.822,K1V,V,4
7.72,2.75,1.118,K1III,III,2
9.54,20.65,0.847,K2III,III,2
8.29,6.07,1.268,K1III,III,2
6.61,2.4,-0.144,B3V,V,4
9.73,13.0,0.781,G6V,V,4
3.75,34.42,0.043,A0V,V,4
8.17,7.73,0.648,G3V,V,4
8.21,5.46,0.171,A3V,V,4
7.82,2.47,-0.089,B8III,III,2
7.93,2.75,1.212,K2III,III,2
8.49,8.64,0.451,F3V,V,4
7.1,4.75,-0.042,B9V,V,4
7.84,12.86,0.393,F2IV,V,4
7.36,8.95,0.135,A3V,V,4
9.1,-1.18,0.344,F0V,V,4
8.35,18.11,0.711,G6V,V,4
7.89,8.85,0.413,F0V,V,4
5.69,13.04,0.938,G5IV,V,4
7.2,2.75,0.009,B2II,II,1
7.93,4.72,1.034,G8III,III,2
9.03,9.58,0.598,F8V,V,4
6.09,19.58,0.283,A9IV,V,4
8.13,3.1,1.053,G9III,III,2
8.65,3.63,1.058,K0III,III,2
7.51,2.14,0.111,B3III,III,2
6.13,5.33,0.024,A1V,V,4
5.09,15.94,1.141,K2III,III,2
9.04,5.78,0.385,F2V,V,4
7.51,10.9,0.453,F0IV,V,4
8.32,3.61,-0.031,B8V,V,4
9.77,-1.43,0.12,B0V,V,4
9.02,24.29,0.88,K1V,V,4
8.6,-0.21,1.621,K5III,III,2
5.02,15.03,0.043,A2V,V,4
7.49,4.08,0.127,A3V,V,4
8.4,0.44,-0.006,B3V,V,4
6.44,9.54,1.236,K0III,III,2
7.8,7.46,0.331,A9V,V,4
9.58,2.15,0.43,F0IV,V,4
9.03,3.52,0.131,B9V,V,4
8.32,6.58,0.366,A9V,V,4
8.03,9.95,0.325,F0V,V,4
8.42,2.22,-0.006,B9V,V,4
7.59,6.25,0.196,A3V,V,4
8.04,3.77,1.321,K3III,III,2
7.47,6.05,1.097,K1III,III,2
7.99,7.41,0.459,F2II,II,1
6.41,4.73,-0.049,B9IV,V,4
8.96,0.13,0.262,B9II,II,1
8.04,3.5,1.252,K0III,III,2
7.02,10.08,1.111,K1III,III,2
9.15,7.06,0.61,G0V,V,4
9.05,5.33,0.578,F8V,V,4
7.97,6.87,0.441,F2IV,V,4
8.37,2.61,0.828,F5V,V,4
8.02,1.77,-0.123,B2IV,V,4
8.4,1.86,0.211,A1V,V,4
9.29,30.13,0.974,K3V,V,4
7.38,4.87,1.036,K0III,III,2
8.74,2.28,1.334,K0III,III,2
8.38,2.71,1.005,K0III,III,2
9.77,-0.7,0.786,F2V,V,4
6.96,8.11,0.2,A3V,V,4
5.51,12.23,1.071,K1III,III,2
6.77,17.44,0.529,F6V,V,4
7.69,16.25,0.583,G0V,V,4
10.17,45.67,1.419,M0V,V,4
7.17,9.08,0.328,F0IV,V,4
9.51,8.34,0.537,F7V,V,4
10.07,5.33,0.602,F6V,V,4
9.3,7.31,0.546,F0V,V,4
7.82,0.21,0.02,B8II,II,1
8.6,6.13,0.37,F3V,V,4
6.14,10.25,0.242,A9V,V,4
6.69,5.86,1.039,K0III,III,2
7.15,7.94,0.996,K0III,III,2
8.38,4.06,0.304,A1V,V,4
8.19,2.38,0.149,B9IV,V,4
8.34,5.36,0.394,F0IV,V,4
9.25,6.67,0.681,G1V,V,4
7.15,23.1,0.656,G3V,V,4
9.35,10.5,0.759,G5V,V,4
9.22,4.04,0.362,A8V,V,4
9.62,7.52,0.659,G5V,V,4
9.72,8.39,0.68,G3V,V,4
6.61,16.64,0.271,A9V,V,4
5.94,4.42,1.572,M2III,III,2
7.6,2.93,1.291,K2III,III,2
5.78,8.79,1.008,K0III,III,2
7.34,6.69,0.623,F5V,V,4
7.89,1.89,1.424,K3III,III,2
6.09,4.78,0.949,G6III,III,2
6.8,12.6,0.308,A9V,V,4
8.65,5.31,1.143,G8IV,V,4
9.14,5.68,0.518,F6V,V,4
7.63,13.71,0.6,G0V,V,4
7.79,4.4,1.072,K0III,III,2
6.43,7.4,0.997,K0III,III,2
6.37,9.31,1.06,K0III,III,2
9.32,8.04,0.876,G8V,V,4
8.69,8.59,0.65,G3V,V,4
6.01,4.67,1.341,K4III,III,2
8.81,3.17,0.872,G6III,III,2
9.94,32.41,1.151,K5V,V,4
8.55,6.9,0.407,F3V,V,4
6.97,7.14,1.495,K5III,III,2
7.4,11.67,0.486,F5V,V,4
9.0,3.05,1.257,K1III,III,2
7.57,8.4,0.402,A9V,V,4
7.4,5.82,1.182,K2III,III,2
8.26,7.98,0.281,A7V,V,4
8.51,5.46,1.127,K1III,III,2
5.91,9.3,1.573,K5III,III,2
8.03,3.37,-0.011,A0IV,V,4
7.76,1.96,0.0,B2II,II,1
10.04,5.12,0.402,F0V,V,4
8.51,2.15,0.212,A5V,V,4
6.05,4.68,1.241,K1III,III,2
6.19,30.55,0.523,F8V,V,4
6.55,3.16,0.0,B9III,III,2
6.03,15.57,0.342,F2V,V,4
8.05,13.96,0.6,G0V,V,4
7.14,16.51,0.518,F5V,V,4
9.49,5.06,0.705,F3V,V,4
9.09,3.98,-0.004,A0V,V,4
8.59,3.33,1.176,G8III,III,2
8.37,5.18,0.776,G6IV,V,4
7.38,7.7,0.402,F2III,III,2
10.16,2.65,0.234,F2V,V,4
5.17,8.97,1.166,K3III,III,2
7.94,19.81,0.74,G8V,V,4
6.14,3.95,-0.041,B4III,III,2
8.67,4.51,1.291,K0III,III,2
9.35,0.16,0.159,B9III,III,2
8.78,5.87,0.463,F2III,III,2
9.63,-2.87,0.385,F3IV,V,4
3.73,29.26,1.177,K2III,III,2
9.04,8.08,0.639,G3V,V,4
7.84,4.11,1.131,K0III,III,2
8.54,0.07,1.547,K2III,III,2
8.36,5.28,0.96,G8III,III,2
7.35,4.29,1.013,G6III,III,2
8.44,5.47,0.442,F2V,V,4
8.14,19.21,0.642,G2V,V,4
8.69,3.0,0.431,F0V,V,4
8.91,4.78,0.15,A0V,V,4
8.98,3.33,1.208,K1III,III,2
9.12,9.16,0.52,F6V,V,4
8.83,2.93,0.151,B8V,V,4
8.75,2.95,1.22,K1IV,V,4
7.18,19.71,0.435,F3V,V,4
8.2,5.22,0.971,K0III,III,2
8.02,2.52,1.277,K0III,III,2
8.55,20.76,0.758,K0V,V,4
8.79,10.95,0.675,G3V,V,4
8.86,-1.88,1.011,G6III,III,2
7.31,5.19,0.033,A0V,V,4
7.82,3.24,1.04,K0III,III,2
8.21,1.7,1.268,K2III,III,2
9.28,2.94,0.918,F3V,V,4
8.36,3.32,0.539,F3V,V,4
9.2,11.71,0.566,G0V,V,4
8.32,5.12,1.619,K5III,III,2
8.36,3.24,0.955,G8II,II,1
6.09,17.75,0.316,F0IV,V,4
8.89,11.35,0.558,F6V,V,4
8.9,2.01,0.134,B9IV,V,4
8.53,14.91,0.524,F7V,V,4
7.82,6.01,1.007,K2III,III,2
8.04,3.87,1.037,K0III,III,2
9.46,4.56,0.468,F0V,V,4
5.62,6.67,1.249,K3III,III,2
8.53,5.85,0.943,G8III,III,2
8.62,3.6,0.992,G6III,III,2
6.48,8.99,0.056,A1V,V,4
9.64,12.83,1.118,G5V,V,4
7.96,3.2,0.101,B9IV,V,4
9.49,8.0,0.663,G3V,V,4
7.76,5.27,0.99,G8III,III,2
5.93,13.11,0.024,A0V,V,4
8.06,2.38,1.166,K0III,III,2
6.86,8.19,0.092,A1V,V,4
8.34,7.44,0.446,F2IV,V,4
7.55,3.26,-0.011,B8III,III,2
6.36,28.92,0.451,F8V,V,4
6.66,4.73,0.4,A0III,III,2
7.84,3.82,1.135,K1III,III,2
2.24,22.1,1.521,K5III,III,2
8.72,4.26,0.043,B8III,III,2
4.85,9.39,1.176,K2III,III,2
5.44,7.66,1.162,G9III,III,2
7.62,2.68,1.269,K0III,III,2
8.53,24.08,0.924,K0III,III,2
8.51,1.74,1.28,K0II,II,1
6.46,5.66,1.411,K3III,III,2
6.28,4.79,-0.015,B9III,III,2
8.81,7.54,0.385,F0V,V,4
5.95,10.46,0.11,A3V,V,4
7.3,2.37,1.213,K2III,III,2
10.03,-0.14,0.26,A0V,V,4
8.77,1.64,0.396,A9V,V,4
8.53,15.07,0.536,F6V,V,4
8.64,3.62,0.082,A1V,V,4
6.32,35.02,0.642,G2V,V,4
7.6,3.96,-0.078,B7III,III,2
7.18,4.64,1.263,K2III,III,2
6.33,9.36,0.13,A1V,V,4
8.19,23.18,0.74,K0V,V,4
8.67,1.7,1.311,K0III,III,2
8.61,6.5,0.305,A6IV,V,4
8.82,5.08,0.47,F6V,V,4
6.08,5.48,1.205,K2III,III,2
6.26,2.51,-0.066,B4III,III,2
8.24,4.54,0.979,G8III,III,2
3.7,24.12,0.935,K0III,III,2
4.88,5.96,1.617,M0III,III,2
8.27,12.42,0.546,F6V,V,4
8.15,2.1,1.367,K2III,III,2
8.72,5.06,0.372,A8II,II,1
7.78,5.3,0.33,A6III,III,2
7.24,10.17,0.602,F6V,V,4
8.78,3.45,1.127,K0III,III,2
7.56,3.4,1.2,K2III,III,2
7.65,8.25,0.42,F3V,V,4
9.24,4.07,1.44,K0III,III,2
8.76,7.55,0.443,F3V,V,4
8.58,3.26,0.431,A9V,V,4
8.77,6.07,0.38,F2V,V,4
8.18,4.16,1.036,K0III,III,2
8.21,3.31,1.132,G8III,III,2
8.95,7.19,0.987,G8IV,V,4
4.41,4.1,0.38,F2II,II,1
9.63,11.88,0.616,G3V,V,4
9.22,7.89,0.45,F3V,V,4
7.5,5.27,1.1,K0III,III,2
8.45,4.2,1.312,K3III,III,2
9.78,10.42,0.711,G5V,V,4
9.34,25.06,0.79,K0V,V,4
5.74,8.93,0.915,G8III,III,2
9.64,21.19,0.919,K3V,V,4
8.92,7.88,0.491,F6V,V,4
3.32,21.35,0.987,K0III,III,2
8.69,0.84,0.066,A1V,V,4
9.07,10.52,0.53,F8V,V,4
6.8,3.03,1.646,M0III,III,2
6.92,8.7,0.125,A3III,III,2
8.53,12.35,0.505,F5V,V,4
9.07,3.37,0.792,F7V,V,4
7.99,-0.76,0.05,B6III,III,2
9.42,0.85,0.096,B9III,III,2
8.48,3.82,0.493,A9V,V,4
7.89,3.12,1.446,K1III,III,2
8.3,0.23,0.014,B9IV,V,4
5.86,5.9,1.561,K5III,III,2
7.23,5.66,1.673,M1III,III,2
9.01,6.76,0.5,F7IV,V,4
9.01,5.83,0.45,F3V,V,4
8.23,2.71,1.374,K5III,III,2
4.74,7.47,-0.03,B9V,V,4
8.75,5.05,1.512,K4III,III,2
5.69,5.34,1.562,M0III,III,2
6.22,3.8,1.405,K0III,III,2
7.41,5.7,1.061,K0III,III,2
9.32,1.79,1.512,K5III,III,2
8.11,2.88,0.101,B3IV,V,4
6.64,7.64,1.082,K0III,III,2
7.63,2.95,1.016,G8III,III,2
9.05,2.0,1.173,K1III,III,2
6.7,6.43,-0.017,A0V,V,4
7.27,16.69,0.585,G1V,V,4
7.64,3.31,0.572,F5IV,V,4
9.26,11.09,0.605,G0V,V,4
8.58,2.69,0.118,A1V,V,4
4.62,43.11,0.39,F3V,V,4
8.48,20.62,0.664,G5V,V,4
7.8,4.53,1.167,K2III,III,2
9.06,3.4,1.17,K0III,III,2
6.01,4.37,1.516,K6III,III,2
7.07,34.57,0.635,G2V,V,4
7.93,2.79,1.279,K2III,III,2
9.04,4.56,1.035,G6III,III,2
8.41,8.22,0.463,F5V,V,4
8.49,5.05,0.176,A3IV,V,4
9.06,2.39,0.962,K0III,III,2
6.36,2.17,-0.104,B2IV,V,4
8.53,5.3,1.156,K2III,III,2
6.28,22.2,0.747,G5IV,V,4
7.96,5.89,1.581,K5III,III,2
9.23,9.1,0.469,F5V,V,4
8.27,11.07,0.624,G2V,V,4
8.13,3.75,0.918,G6III,III,2
7.34,2.96,1.628,K4III,III,2
9.37,5.66,1.017,G8III,III,2
7.78,2.39,-0.084,B8V,V,4
8.74,3.04,0.094,A0V,V,4
8.97,5.11,0.167,A1V,V,4
8.94,6.8,0.523,F7V,V,4
6.27,1.76,1.763,K2III,III,2
8.38,5.24,0.418,F3V,V,4
7.7,5.42,1.348,K3III,III,2
8.74,1.63,1.503,K2III,III,2
6.91,5.41,-0.036,B9III,III,2
6.45,14.91,0.437,F4V,V,4
6.18,3.37,1.549,K5III,III,2
9.39,4.17,0.98,G8V,V,4
8.81,4.14,1.23,K0III,III,2
8.41,1.98,0.059,A0V,V,4
9.28,4.25,0.498,F3V,V,4
9.45,12.23,0.644,G3V,V,4
8.64,3.76,0.997,G5III,III,2
9.02,3.61,0.402,F2V,V,4
8.42,-1.09,1.228,F5II,II,1
9.01,0.28,1.135,G8III,III,2
7.66,2.81,1.917,M2III,III,2
8.4,3.63,1.17,K0III,III,2
5.25,3.17,-0.1,B3IV,V,4
9.28,7.16,0.491,F0V,V,4
8.95,2.93,1.123,K0III,III,2
7.51,3.34,1.439,K3III,III,2
8.18,3.02,1.112,K2III,III,2
7.01,45.61,0.799,K0V,V,4
8.94,10.8,0.747,G5V,V,4
9.3,0.14,-0.144,B0III,III,2
8.95,25.39,0.866,G8V,V,4
7.95,3.34,0.613,F0III,III,2
7.55,13.01,0.521,F7V,V,4
7.6,6.63,0.193,A5IV,V,4
6.74,5.62,0.136,B9V,V,4
6.69,-0.29,1.2,K4III,III,2
8.05,14.25,0.524,F7V,V,4
7.41,4.96,1.064,G8III,III,2
7.01,21.34,0.458,F5V,V,4
8.3,17.79,0.579,G0V,V,4
7.59,2.19,0.134,B3III,III,2
8.77,10.04,0.493,F6V,V,4
6.26,6.2,0.037,A2V,V,4
7.82,6.36,0.226,A6V,V,4
8.71,10.32,0.559,G0V,V,4
6.41,8.01,0.017,A0V,V,4
8.91,0.06,0.47,F0IV,V,4
8.31,10.31,0.446,F3V,V,4
8.0,7.08,0.839,G6IV,V,4
8.89,5.35,0.615,G0V,V,4
8.48,2.84,1.213,K2III,III,2
8.66,4.57,0.54,F7V,V,4
8.37,2.64,0.947,G8III,III,2
9.63,13.54,0.789,G8V,V,4
9.05,7.29,1.071,G8IV,V,4
9.65,8.69,0.69,G8V,V,4
6.79,21.36,0.531,F5V,V,4
6.93,16.73,0.432,F4V,V,4
8.31,2.6,1.39,K2III,III,2
8.88,7.85,0.708,G5V,V,4
8.28,10.41,0.488,F3V,V,4
9.96,1.39,0.12,B5V,V,4
7.04,2.59,1.585,K5III,III,2
8.39,3.78,0.465,F3V,V,4
6.88,25.56,0.624,G4IV,V,4
6.52,19.93,0.509,F7V,V,4
10.57,-0.1,1.48,G8III,III,2
8.94,5.73,0.7,G1V,V,4
8.47,4.11,1.187,K2III,III,2
7.65,4.22,1.642,M0III,III,2
7.95,8.3,0.278,A4V,V,4
8.82,1.53,0.232,B9II,II,1
8.71,4.27,0.118,A1V,V,4
5.98,9.18,1.16,K2III,III,2
9.05,2.01,1.568,K5III,III,2
9.71,8.85,0.708,G5V,V,4
7.9,9.45,0.661,F7V,V,4
7.03,5.12,1.05,K0II,II,1
6.97,3.63,1.693,M2III,III,2
6.38,17.44,0.287,F0V,V,4
8.32,4.15,0.035,A0V,V,4
7.36,3.67,0.436,F3II,II,1
9.37,128.28,1.508,M2V,V,4
9.31,4.6,0.516,F2V,V,4
8.55,4.93,1.271,K2III,III,2
7.18,5.37,0.976,K1III,III,2
7.82,13.1,0.619,G5V,V,4
8.41,2.28,1.071,K0III,III,2
6.84,6.19,1.027,K0III,III,2
7.05,5.01,0.14,B9V,V,4
9.06,8.01,0.391,F3V,V,4
9.05,1.87,1.025,G8III,III,2
8.7,4.78,0.164,A1V,V,4
6.8,41.0,0.61,G0V,V,4
8.27,12.9,0.537,F7V,V,4
8.36,10.16,0.446,F5V,V,4
2.98,33.94,0.981,K0III,III,2
5.72,4.69,1.179,K0III,III,2
7.07,26.51,0.654,G2V,V,4
9.39,2.36,0.416,F2V,V,4
9.36,16.01,1.018,G8V,V,4
8.44,9.07,0.521,F6V,V,4
8.43,6.71,0.505,F5V,V,4
7.64,4.24,1.223,K1III,III,2
7.77,4.26,1.3,K3III,III,2
6.46,2.14,0.172,A2III,III,2
9.33,3.28,0.412,F2IV,V,4
7.61,11.82,0.392,F2V,V,4
7.29,15.98,0.611,G1V,V,4
5.74,28.61,0.968,K1IV,V,4
9.01,11.93,0.605,G1V,V,4
8.28,15.03,0.51,F5V,V,4
8.81,3.47,1.672,K5III,III,2
5.94,57.58,0.615,G3V,V,4
8.86,11.61,0.5,G1V,V,4
6.82,1.59,-0.094,B3III,III,2
7.93,7.08,0.446,F0V,V,4
7.91,2.87,1.55,M4II,II,1
8.01,5.66,0.358,A3III,III,2
4.92,22.79,0.255,A5V,V,4
9.16,6.06,1.151,K0III,III,2
7.93,-0.09,0.65,F3II,II,1
6.31,8.45,1.051,K0III,III,2
7.83,14.92,0.503,F6V,V,4
7.79,3.35,0.022,B9III,III,2
9.59,11.14,0.565,G3V,V,4
9.31,3.39,0.724,G5V,V,4
5.05,63.88,0.528,F7V,V,4
8.87,2.26,0.472,A0III,III,2
6.32,4.52,-0.02,A2V,V,4
8.78,6.06,0.46,F5V,V,4
8.41,1.64,1.709,M2III,III,2
8.24,0.2,1.617,M2III,III,2
8.48,10.74,0.445,F3V,V,4
8.6,3.55,1.107,G8III,III,2
7.64,15.27,0.655,G5IV,V,4
8.91,17.65,0.676,G5V,V,4
9.14,6.16,0.54,F2V,V,4
8.94,3.08,0.934,G6III,III,2
7.11,7.07,0.928,G8III,III,2
7.45,3.57,1.12,K0III,III,2
8.85,5.42,1.091,G8III,III,2
5.52,13.08,1.132,K0III,III,2
5.79,19.65,0.127,A3V,V,4
5.83,14.27,0.158,A3V,V,4
