Vmag,Plx,B-V,SpType,Luminousity Classes,label
9.39,3.21,0.852,G5III,III,2
8.77,1.89,1.282,K2III,III,2
8.49,5.7,0.279,A8III,III,2
5.97,3.86,1.584,M2III,III,2
6.97,4.34,-0.106,B6V,V,4
7.78,4.14,1.047,K0III,III,2
6.89,3.34,1.36,K2III,III,2
7.93,3.32,1.608,K5III,III,2
8.85,2.06,-0.126,B5V,V,4
9.21,12.92,0.662,G3V,V,4
9.02,31.79,1.02,K2V,V,4
8.49,2.77,1.356,K3III,III,2
8.71,2.7,0.052,B7IV,V,4
6.3,3.4,1.34,K2III,III,2
5.5,8.81,0.029,A2V,V,4
7.28,4.08,0.187,A6V,V,4
9.35,7.85,0.244,B9III,III,2
7.62,4.76,1.148,K0III,III,2
6.12,8.98,0.162,A5III,III,2
9.32,7.88,0.423,F5V,V,4
5.42,11.31,0.146,A5III,III,2
8.58,3.38,1.535,M2III,III,2
8.15,3.0,0.256,A7V,V,4
3.95,20.12,-0.002,A2V,V,4
7.39,5.84,1.074,K2III,III,2
9.0,2.24,0.003,B9V,V,4
5.64,18.9,0.537,F8IV,V,4
6.24,2.43,1.424,K4III,III,2
8.69,7.18,0.433,F3V,V,4
8.69,22.16,0.722,G8V,V,4
9.39,7.99,0.605,G1V,V,4
8.4,2.9,-0.057,B9V,V,4
2.1,9.19,1.37,B8V,V,4
7.3,20.34,0.694,G3V,V,4
8.89,9.62,0.734,G3IV,V,4
7.86,4.29,1.02,K0III,III,2
6.43,3.1,1.498,K4III,III,2
7.36,22.16,0.555,F6IV,V,4
9.47,12.6,0.678,G5V,V,4
8.26,3.07,0.231,A4IV,V,4
8.42,5.62,0.74,G3IV,V,4
7.14,4.48,1.01,G8III,III,2
7.81,15.02,0.607,G0V,V,4
9.27,11.26,0.652,G2V,V,4
7.5,13.52,0.461,F5V,V,4
7.7,5.89,0.151,A5V,V,4
8.41,8.63,0.548,F7V,V,4
9.14,2.59,1.019,K0III,III,2
6.45,21.17,0.386,F2V,V,4
7.27,13.88,0.418,F3V,V,4
9.29,4.05,0.511,F5IV,V,4
9.33,-0.37,0.432,B8V,V,4
6.52,9.78,0.003,A0V,V,4
8.74,2.36,0.18,A3V,V,4
7.99,2.75,-0.005,B9V,V,4
8.25,4.25,0.38,F3III,III,2
8.22,11.98,0.614,F8V,V,4
9.51,8.1,0.565,G0V,V,4
7.94,4.7,0.997,K0III,III,2
10.05,10.47,0.563,F8V,V,4
7.79,39.16,0.832,K0V,V,4
7.1,-0.18,0.307,B1III,III,2
7.51,15.0,0.571,F7IV,V,4
9.78,-0.95,0.504,F6V,V,4
7.34,2.38,1.483,K4III,III,2
7.82,6.29,1.102,K1III,III,2
9.6,14.83,0.785,K0V,V,4
8.68,20.85,0.684,G5V,V,4
8.74,6.19,0.212,A4V,V,4
9.83,1.13,0.555,G0V,V,4
8.62,7.41,0.992,K0III,III,2
9.56,30.57,1.021,K3V,V,4
8.86,3.69,0.194,A2IV,V,4
9.4,2.85,1.108,G8III,III,2
5.22,7.65,0.954,G8III,III,2
7.31,6.95,1.068,K0III,III,2
8.55,22.31,0.885,K1V,V,4
8.51,6.64,0.53,F8V,V,4
7.55,4.16,1.015,K0III,III,2
9.22,4.29,0.627,G1IV,V,4
9.79,9.47,0.649,G5V,V,4
9.38,5.8,0.624,G3V,V,4
8.36,3.28,1.4,G2II,II,1
8.34,7.29,1.008,K1III,III,2
8.2,7.55,0.499,F5V,V,4
7.53,5.49,1.166,K0III,III,2
9.34,8.03,0.546,F8V,V,4
8.76,9.45,0.546,F7V,V,4
7.08,2.45,1.61,M3III,III,2
9.33,8.25,0.676,G6V,V,4
7.02,4.6,1.032,K1III,III,2
9.02,-1.13,0.084,B2III,III,2
6.89,43.14,0.662,G2V,V,4
8.94,6.86,0.348,F0V,V,4
7.86,3.45,1.255,K2III,III,2
8.67,5.48,0.223,B9V,V,4
8.86,2.0,1.07,K0III,III,2
8.06,12.05,0.612,G3V,V,4
7.53,4.28,1.129,K1III,III,2
9.59,2.97,1.012,K1III,III,2
9.38,11.99,0.578,G1V,V,4
10.41,4.11,0.355,A9V,V,4
9.09,2.47,0.995,K0III,III,2
6.39,12.01,1.143,K1III,III,2
7.3,6.62,1.049,K1III,III,2
7.58,3.47,1.626,M1III,III,2
6.71,6.57,0.883,G8III,III,2
7.85,2.34,1.61,M0III,III,2
8.36,10.72,0.453,F5V,V,4
9.63,7.02,0.586,G0V,V,4
2.01,49.48,1.151,K2III,III,2
8.83,11.34,0.7,G5V,V,4
8.64,19.93,0.701,G5V,V,4
9.11,4.47,1.314,K2III,III,2
9.41,5.11,0.495,F7V,V,4
9.34,2.23,0.44,A5V,V,4
8.85,3.42,1.071,K1III,III,2
7.5,22.24,0.544,F8V,V,4
9.48,5.3,0.835,G8V,V,4
6.88,27.04,0.624,G2V,V,4
9.6,10.48,0.685,G8V,V,4
8.62,5.81,1.007,K0III,III,2
9.21,7.87,0.423,F5V,V,4
8.33,2.81,1.099,K0III,III,2
8.69,7.5,0.303,A9V,V,4
9.41,-1.03,0.004,B1V,V,4
8.92,11.51,0.495,F5V,V,4
6.5,11.47,0.205,A4V,V,4
8.26,3.73,1.1,K0III,III,2
9.37,10.37,0.662,G5V,V,4
8.34,8.29,0.71,G3V,V,4
7.6,4.67,1.1,K1III,III,2
9.53,1.04,0.174,B8V,V,4
8.52,7.42,0.39,F3V,V,4
8.98,4.94,0.94,G8III,III,2
7.85,4.42,0.168,B8III,III,2
6.38,7.58,0.965,G8III,III,2
8.46,3.23,1.403,K3III,III,2
7.89,1.58,1.642,M2III,III,2
6.07,2.51,1.661,M1III,III,2
8.81,3.86,0.54,A5V,V,4
9.05,3.38,1.083,K0III,III,2
8.98,8.11,0.48,F3V,V,4
9.0,10.61,0.566,G1V,V,4
8.28,5.6,0.546,F5V,V,4
8.02,12.16,0.425,F2V,V,4
9.33,17.87,0.746,G8V,V,4
7.02,2.0,1.392,K2III,III,2
9.13,5.42,0.473,F2V,V,4
8.82,6.44,0.425,F5V,V,4
8.6,4.47,1.101,K0III,III,2
8.48,-0.11,0.012,B7IV,V,4
8.67,7.59,0.441,F3V,V,4
8.97,6.6,0.451,F2V,V,4
7.27,1.84,1.451,K3III,III,2
5.84,5.68,1.197,K1III,III,2
7.08,5.99,1.172,K2III,III,2
6.4,25.47,0.471,F5V,V,4
4.98,10.19,0.339,F2III,III,2
6.05,14.61,0.118,A1V,V,4
8.23,13.42,0.695,G3IV,V,4
8.01,8.55,0.333,F0V,V,4
3.0,26.24,0.14,A5III,III,2
9.91,9.92,0.731,G6V,V,4
9.37,5.67,0.47,F3V,V,4
8.07,2.39,0.968,G8III,III,2
7.65,5.65,1.004,K0III,III,2
7.74,5.2,1.003,K0III,III,2
8.92,2.19,1.136,K1III,III,2
7.42,2.24,1.593,K5III,III,2
9.71,4.72,0.612,G3V,V,4
7.7,4.92,1.031,K0III,III,2
6.49,14.68,0.43,F3V,V,4
9.92,4.07,0.556,G0V,V,4
8.89,9.05,0.547,F7V,V,4
8.51,11.96,0.515,F5V,V,4
6.32,8.32,0.899,G8III,III,2
6.31,5.53,0.948,G8III,III,2
7.5,17.8,0.62,G3IV,V,4
8.91,22.27,0.88,K0V,V,4
9.81,5.27,0.459,F3V,V,4
7.82,2.17,1.633,M0III,III,2
8.85,6.08,0.4,F0V,V,4
8.05,5.63,0.01,B9V,V,4
8.6,1.56,1.209,K1III,III,2
8.57,4.51,0.461,F3V,V,4
9.35,7.84,0.554,F7V,V,4
9.1,9.15,0.68,G2V,V,4
7.37,6.34,1.185,K2III,III,2
6.12,91.63,0.812,K0V,V,4
8.76,17.66,0.58,F8V,V,4
6.66,9.81,0.334,F5II,II,1
7.2,4.15,0.982,G8III,III,2
8.31,1.87,1.205,K2III,III,2
7.83,5.88,1.011,K0III,III,2
8.55,2.71,1.05,K0III,III,2
9.05,1.77,0.612,F7V,V,4
7.8,2.99,1.164,K0III,III,2
5.68,4.9,1.641,M3III,III,2
9.62,3.12,0.543,F5V,V,4
8.7,1.86,1.326,K2III,III,2
7.06,17.76,1.004,K1III,III,2
9.19,2.96,1.207,K3III,III,2
10.09,3.26,0.514,F7V,V,4
6.09,12.41,-0.054,B9V,V,4
8.9,3.52,1.301,K2III,III,2
9.39,7.54,0.7,G2V,V,4
6.89,4.52,1.208,K2III,III,2
7.65,6.78,1.007,K0III,III,2
8.89,-1.56,1.11,K0III,III,2
8.19,6.19,0.08,A0V,V,4
8.44,3.42,0.994,G8IV,V,4
7.22,2.7,1.38,K2III,III,2
7.24,2.16,1.349,K2III,III,2
8.33,12.38,0.431,F5IV,V,4
6.01,4.07,1.365,K4III,III,2
7.14,3.96,0.986,G8III,III,2
5.64,23.52,0.569,G0IV,V,4
9.54,4.97,0.478,F5V,V,4
6.0,20.0,0.418,F5V,V,4
7.33,30.76,0.677,G5V,V,4
8.52,8.37,0.528,F6V,V,4
9.52,10.48,0.642,G3V,V,4
8.58,2.95,1.302,K3III,III,2
6.65,7.12,0.957,G8III,III,2
9.33,7.05,0.503,F6V,V,4
9.79,5.48,0.495,F5V,V,4
9.14,4.96,1.086,K1III,III,2
7.74,6.28,0.287,A8IV,V,4
8.91,3.98,0.341,A9V,V,4
8.93,2.17,0.334,A9V,V,4
9.38,10.84,0.682,G3V,V,4
8.34,4.79,1.026,K1III,III,2
7.32,2.84,1.371,K2III,III,2
8.79,2.0,0.04,B8III,III,2
7.89,2.79,1.008,K0III,III,2
9.53,5.11,0.969,K1III,III,2
8.8,9.67,0.605,G1V,V,4
7.92,6.49,1.08,K0III,III,2
9.11,4.71,0.485,F5V,V,4
7.26,5.2,1.2,K3III,III,2
8.36,34.97,0.87,K2V,V,4
7.84,4.71,0.318,F0V,V,4
5.65,21.71,0.546,F8V,V,4
5.23,33.19,0.457,F5V,V,4
8.54,9.56,0.48,F6V,V,4
8.52,3.52,1.035,K0III,III,2
9.8,0.49,0.098,A1IV,V,4
7.01,3.92,1.374,K3III,III,2
8.84,3.26,0.376,A0V,V,4
5.27,9.82,-0.013,A0V,V,4
7.0,24.38,0.651,G3V,V,4
8.68,11.79,0.86,K1IV,V,4
5.86,8.17,1.006,K0III,III,2
5.72,6.03,1.551,M0III,III,2
7.81,2.9,0.951,K0II,II,1
9.84,43.0,1.346,K7V,V,4
4.84,5.86,1.476,K4III,III,2
7.22,4.17,0.955,K0III,III,2
8.79,1.55,1.157,K1III,III,2
8.9,16.27,0.783,G8V,V,4
7.65,8.86,0.365,F0V,V,4
6.25,7.44,0.915,G8III,III,2
8.68,15.01,0.554,F8IV,V,4
7.59,3.07,1.172,G5II,II,1
8.56,12.63,0.322,F0V,V,4
8.5,5.31,0.496,F6V,V,4
9.33,18.63,0.789,K0V,V,4
7.92,7.27,0.471,F3V,V,4
9.77,4.68,0.524,F6V,V,4
7.09,14.96,0.468,F7V,V,4
8.34,3.36,0.979,G8III,III,2
9.5,4.34,0.288,A4III,III,2
9.21,9.21,0.492,F5V,V,4
9.32,5.97,0.407,F5V,V,4
8.72,2.61,1.274,K1III,III,2
7.27,5.39,1.168,K1III,III,2
6.05,24.07,0.406,F5V,V,4
7.91,5.37,0.989,K0III,III,2
8.21,10.61,0.461,F6III,III,2
9.55,12.24,0.55,F8IV,V,4
7.83,4.35,0.933,K0III,III,2
5.57,4.41,1.556,M1III,III,2
9.73,30.6,1.278,K5V,V,4
7.66,10.96,0.48,F5V,V,4
9.04,10.37,0.74,G8IV,V,4
5.91,9.77,0.965,G9III,III,2
9.06,8.11,0.473,F3V,V,4
8.11,-2.91,0.038,B1V,V,4
6.35,16.82,0.957,K1III,III,2
8.94,7.25,0.422,F5V,V,4
9.08,16.17,0.582,G1V,V,4
7.08,4.27,0.01,A0V,V,4
8.66,2.81,0.43,A1IV,V,4
8.99,2.46,1.078,G8III,III,2
9.85,6.91,0.556,F7V,V,4
7.46,2.87,1.236,K1III,III,2
9.21,3.04,1.129,K0III,III,2
9.54,5.78,0.986,K2III,III,2
7.06,12.86,0.538,F7V,V,4
9.13,3.67,0.427,F5V,V,4
8.25,14.98,0.551,G0V,V,4
7.8,5.27,0.12,A2V,V,4
8.12,3.78,1.182,K2III,III,2
8.07,23.06,0.737,G6IV,V,4
8.26,3.4,0.993,K0III,III,2
9.17,7.78,0.645,G2V,V,4
6.8,37.87,0.69,G8IV,V,4
7.9,4.4,1.015,K0III,III,2
9.37,1.72,1.192,K1III,III,2
8.12,26.89,0.705,G8V,V,4
6.55,6.39,-0.005,A0V,V,4
5.67,6.97,1.306,K2III,III,2
9.98,7.77,0.614,G0V,V,4
7.91,2.41,0.909,G8III,III,2
7.13,42.46,0.92,K2V,V,4
5.57,20.77,0.52,F6V,V,4
7.93,3.68,0.983,K0III,III,2
8.86,8.91,0.584,G0V,V,4
7.94,44.96,1.033,K3V,V,4
8.36,14.46,0.634,G1V,V,4
8.77,15.82,0.593,G2V,V,4
9.15,4.23,0.608,G2V,V,4
8.08,4.51,0.369,F0III,III,2
7.3,11.95,0.976,K0IV,V,4
8.69,4.98,0.453,F3V,V,4
5.25,11.13,-0.004,A0V,V,4
10.1,5.95,0.573,G1V,V,4
7.5,20.84,0.534,F6V,V,4
7.14,11.24,0.475,F3V,V,4
9.04,-1.45,1.092,K0III,III,2
8.69,1.7,1.083,G8III,III,2
8.31,9.74,0.5,F7V,V,4
8.11,2.49,0.962,G8III,III,2
9.32,2.68,0.9,G8III,III,2
8.89,7.23,0.609,G3V,V,4
8.13,10.15,0.435,F4V,V,4
8.53,6.31,0.124,B9V,V,4
9.17,15.54,0.655,G5V,V,4
8.14,1.98,0.974,G8III,III,2
7.61,2.45,1.05,K0III,III,2
9.46,3.66,0.666,G3IV,V,4
9.04,16.2,0.697,G5V,V,4
8.12,1.82,1.126,K0III,III,2
7.01,1.53,1.824,K4II,II,1
9.66,6.61,0.553,F7V,V,4
7.78,16.81,0.515,F7V,V,4
11.48,5.28,0.61,G0V,V,4
8.07,3.29,1.115,K0III,III,2
8.3,25.82,0.674,G8V,V,4
9.28,9.92,0.419,F3V,V,4
8.98,7.53,0.573,F8V,V,4
8.72,3.0,0.048,B8V,V,4
5.51,9.58,0.962,G8III,III,2
4.84,92.2,0.607,G0V,V,4
9.5,3.51,0.623,G0V,V,4
8.8,1.97,1.119,K0III,III,2
8.98,9.91,0.571,G3V,V,4
8.52,9.14,0.365,F0V,V,4
6.53,6.79,1.025,G9III,III,2
7.99,10.91,0.436,F3V,V,4
8.06,11.17,0.462,F5V,V,4
6.7,10.35,0.989,K0III,III,2
8.22,19.09,0.628,G2V,V,4
7.75,29.4,0.622,G2V,V,4
6.99,25.37,0.518,F5V,V,4
10.93,18.51,1.058,G8V,V,4
7.69,10.02,0.524,F6V,V,4
8.1,16.62,0.646,G2V,V,4
9.02,9.56,0.451,F3V,V,4
9.27,3.98,0.73,G3V,V,4
8.83,3.17,0.507,A2V,V,4
6.68,1.98,1.715,M0III,III,2
8.25,13.34,0.5,F5V,V,4
5.75,8.61,1.175,K3III,III,2
8.37,2.29,1.615,M1III,III,2
9.06,7.04,0.469,F5V,V,4
8.51,18.04,0.638,G3V,V,4
7.24,9.81,0.381,F2V,V,4
5.99,4.59,1.039,G7III,III,2
8.82,8.4,0.642,G2V,V,4
10.03,23.52,0.99,K2V,V,4
7.74,3.06,1.575,M2III,III,2
8.85,2.07,1.074,K2III,III,2
8.33,3.36,1.208,K2III,III,2
8.57,9.03,0.45,F7IV,V,4
9.45,3.43,0.469,F3V,V,4
9.52,6.09,0.54,F7V,V,4
8.96,-0.05,1.548,M1III,III,2
8.63,4.3,0.5,F5V,V,4
8.25,5.55,1.04,G8IV,V,4
9.03,14.36,0.656,G1V,V,4
7.87,4.93,1.233,K2III,III,2
8.71,14.78,0.602,G0V,V,4
6.87,3.29,1.561,K5III,III,2
9.48,3.41,0.706,G2IV,V,4
5.29,9.31,0.037,A2V,V,4
9.4,2.58,0.233,B9V,V,4
6.45,9.51,0.376,A7V,V,4
7.92,1.59,1.354,K3III,III,2
6.33,78.88,0.724,G8V,V,4
8.72,3.31,0.043,A2V,V,4
9.11,9.07,0.439,F5V,V,4
8.34,3.03,1.16,K1III,III,2
6.21,7.22,0.164,A4V,V,4
5.31,12.77,0.006,A1V,V,4
8.25,7.53,0.343,A9IV,V,4
6.44,15.5,0.427,F4V,V,4
6.36,6.1,1.162,K2III,III,2
8.61,0.06,1.426,K3III,III,2
8.93,4.04,0.986,K0III,III,2
7.28,4.32,0.938,G5III,III,2
8.55,2.69,1.087,K0III,III,2
8.12,26.0,0.678,G5V,V,4
8.26,3.18,0.275,A2IV,V,4
9.54,8.68,0.843,G8IV,V,4
6.63,4.98,-0.082,B8V,V,4
7.19,2.52,-0.063,B2V,V,4
7.92,1.8,1.656,M4II,II,1
7.97,3.56,1.134,K0III,III,2
7.65,4.41,1.166,K1III,III,2
6.5,5.98,0.082,A3V,V,4
7.18,4.16,1.002,G5II,II,1
6.94,4.78,0.224,A2V,V,4
9.57,5.11,0.493,F5V,V,4
9.34,12.07,0.625,G1V,V,4
8.5,12.54,0.484,F6V,V,4
7.38,6.82,0.233,A6V,V,4
8.22,27.96,0.907,K2V,V,4
8.6,5.94,0.389,A9V,V,4
8.78,8.65,0.524,F7V,V,4
8.52,10.73,0.556,G1V,V,4
5.81,5.78,1.57,K5III,III,2
8.27,0.34,0.31,B9III,III,2
9.2,3.95,1.279,K2V,V,4
9.02,6.23,0.442,F2V,V,4
8.85,6.85,0.482,F3V,V,4
8.82,3.48,0.876,K0III,III,2
10.05,8.24,0.597,G3V,V,4
8.07,5.49,0.308,A9V,V,4
7.61,3.33,1.536,M0III,III,2
7.24,3.44,1.267,K2III,III,2
7.71,4.48,1.121,K1III,III,2
7.98,2.7,1.136,K1III,III,2
8.26,4.44,1.256,K2III,III,2
7.79,12.57,0.486,F5V,V,4
6.69,6.84,0.948,K0III,III,2
8.23,4.07,1.067,K0III,III,2
9.67,15.75,0.766,K0V,V,4
9.19,0.61,1.16,K4III,III,2
6.17,3.9,-0.094,B5V,V,4
7.68,7.13,1.103,K2III,III,2
7.89,5.34,0.932,K0III,III,2
7.72,3.57,1.017,G8III,III,2
9.07,8.87,0.574,G0V,V,4
8.45,0.02,0.164,B0III,III,2
7.77,18.53,0.529,F8V,V,4
8.23,1.86,1.359,K3III,III,2
9.55,6.84,0.589,F7V,V,4
9.24,1.56,0.925,G8IV,V,4
8.13,4.36,1.003,G8III,III,2
10.06,9.92,0.826,G8V,V,4
9.61,8.26,0.552,F7V,V,4
6.53,7.37,0.979,K0III,III,2
8.44,3.13,1.173,K2III,III,2
7.44,2.52,1.209,K0II,II,1
9.3,10.33,0.555,G1V,V,4
9.28,13.91,0.652,G5V,V,4
8.64,9.56,0.528,F6V,V,4
9.07,13.25,0.568,F8V,V,4
10.61,3.94,0.248,A9V,V,4
7.49,3.6,0.1,K1III,III,2
8.34,3.88,1.155,K0III,III,2
8.35,1.65,1.394,K3III,III,2
9.43,23.73,0.905,K3V,V,4
8.13,9.83,0.684,G3V,V,4
9.61,9.62,0.62,G1V,V,4
9.56,6.5,0.725,G8V,V,4
8.59,2.47,1.386,K4III,III,2
4.08,24.1,0.034,A3V,V,4
8.97,6.77,0.412,F2V,V,4
8.28,2.43,0.956,K0III,III,2
9.49,6.76,0.604,G0V,V,4
5.29,2.49,1.648,M2III,III,2
7.37,3.95,0.891,G6III,III,2
8.98,9.73,0.501,F5V,V,4
7.9,22.23,0.644,G5V,V,4
5.43,33.48,0.364,F0V,V,4
7.19,4.79,0.969,G8IV,V,4
5.89,6.47,1.231,K2III,III,2
9.41,2.05,0.493,F3V,V,4
6.57,4.39,0.796,G2IV,V,4
7.87,7.81,1.161,K2III,III,2
8.41,2.4,1.574,M3III,III,2
8.92,0.42,1.066,K1III,III,2
6.3,7.39,0.991,K0III,III,2
9.23,2.62,1.104,K1III,III,2
8.46,13.69,0.715,G5V,V,4
9.17,6.78,0.542,F7V,V,4
10.45,8.27,0.394,G1V,V,4
8.36,8.56,0.44,F3V,V,4
9.52,6.74,0.533,F7V,V,4
7.56,3.73,1.25,K2III,III,2
9.29,8.4,0.724,G5V,V,4
5.19,45.6,0.608,G2V,V,4
6.78,9.34,0.152,A2V,V,4
7.8,2.75,1.128,K0III,III,2
9.02,5.8,0.143,A1V,V,4
9.14,9.65,0.602,G3V,V,4
5.99,10.26,1.088,K0III,III,2
8.8,2.86,0.977,K0III,III,2
5.9,16.3,0.213,A5V,V,4
8.0,6.26,1.26,K2III,III,2
9.72,4.6,0.545,F6V,V,4
8.94,26.92,0.882,K2V,V,4
8.85,7.62,0.66,F7IV,V,4
6.47,2.78,1.592,K2III,III,2
8.7,2.93,1.035,K0III,III,2
8.26,19.07,0.611,G1V,V,4
8.18,4.07,0.506,F6II,II,1
9.05,1.99,0.955,G8III,III,2
6.96,24.51,0.566,G1V,V,4
6.64,13.37,0.216,A5V,V,4
9.08,5.93,0.354,F2V,V,4
6.8,8.94,1.097,K2III,III,2
8.9,11.84,0.572,G0V,V,4
7.8,6.36,0.122,A3V,V,4
8.56,2.3,0.152,B7III,III,2
8.97,4.35,0.172,A0V,V,4
8.73,9.53,0.46,F5V,V,4
7.02,12.98,0.506,F5V,V,4
9.84,7.24,0.523,F7V,V,4
8.46,2.63,0.215,A5III,III,2
8.57,1.41,0.218,A0V,V,4
8.35,1.75,1.509,K5III,III,2
7.81,12.39,0.407,F3V,V,4
9.41,4.85,0.548,F8V,V,4
7.73,4.32,1.241,K3III,III,2
8.1,1.84,0.87,G5III,III,2
8.71,4.73,1.186,K0V,V,4
7.69,4.43,1.01,G8III,III,2
8.82,17.39,0.734,G5V,V,4
7.63,5.51,0.133,A0V,V,4
6.45,6.08,1.321,K3III,III,2
9.69,3.0,0.544,F5IV,V,4
8.4,2.53,1.058,K0III,III,2
8.56,5.87,0.859,G5V,V,4
5.19,8.69,0.979,G8III,III,2
9.44,1.92,1.039,G8III,III,2
6.93,13.63,0.497,F5V,V,4
7.66,6.25,0.445,F5III,III,2
6.17,32.05,0.653,G5IV,V,4
9.71,3.47,1.012,K0III,III,2
8.99,11.58,0.581,F7V,V,4
7.55,1.81,1.338,K3III,III,2
7.09,4.61,1.28,K3III,III,2
8.84,13.89,0.554,F8V,V,4
7.91,11.83,0.46,F6V,V,4
9.87,5.86,0.524,F7V,V,4
8.02,8.14,0.436,F3V,V,4
5.48,5.41,-0.098,B7IV,V,4
8.15,9.99,0.417,F3V,V,4
8.16,16.88,0.665,G0V,V,4
8.8,10.61,0.695,G4III,III,2
5.36,20.4,0.395,F2III,III,2
6.34,5.05,-0.011,A0III,III,2
8.07,0.14,1.482,K3III,III,2
8.49,14.91,0.579,G0V,V,4
7.78,2.44,0.828,G5III,III,2
7.67,11.92,0.546,F6V,V,4
8.88,5.41,0.435,F3V,V,4
9.58,4.35,0.45,F5V,V,4
7.79,4.22,0.175,A3V,V,4
6.39,3.54,1.511,M5III,III,2
7.86,1.62,1.205,G8II,II,1
7.66,4.28,0.012,B7V,V,4
8.56,2.8,1.011,K0III,III,2
7.88,7.25,0.262,F0V,V,4
7.64,5.61,0.355,F0IV,V,4
7.07,5.42,1.42,K3III,III,2
9.36,17.18,0.912,K1III,III,2
9.35,5.36,0.54,F6V,V,4
8.6,3.09,1.0,G8IV,V,4
8.87,2.54,0.987,G8III,III,2
4.73,9.46,1.532,K4III,III,2
7.0,4.43,0.214,B8V,V,4
8.43,5.63,0.458,F2V,V,4
9.48,26.05,0.511,G3V,V,4
8.55,3.88,0.945,G8III,III,2
9.17,6.3,0.509,F5V,V,4
9.29,7.91,0.578,G0V,V,4
8.36,19.34,0.636,G2V,V,4
4.88,6.17,-0.027,A0V,V,4
7.94,1.73,0.079,B7V,V,4
7.92,7.11,1.026,K1III,III,2
8.19,13.06,0.546,F7V,V,4
8.65,20.91,0.704,G5V,V,4
8.86,1.66,0.166,B9V,V,4
8.84,11.59,0.58,G0V,V,4
7.67,2.27,1.427,K4III,III,2
9.45,9.41,0.546,G0V,V,4
9.3,7.83,0.517,F8V,V,4
9.43,3.56,0.477,F5V,V,4
9.68,11.01,0.733,G5V,V,4
8.44,2.86,1.424,K4III,III,2
5.89,11.47,1.247,K2III,III,2
9.61,10.09,0.76,G8V,V,4
8.45,2.12,1.503,K3III,III,2
7.14,4.21,1.106,K0III,III,2
6.7,8.51,0.333,F0IV,V,4
8.72,10.18,0.531,F6V,V,4
8.13,2.6,1.163,A1III,III,2
9.36,13.65,0.585,G3V,V,4
9.1,10.03,0.528,F7V,V,4
9.02,4.3,0.382,F2V,V,4
4.24,6.17,-0.136,B5IV,V,4
7.64,12.16,0.1,F6V,V,4
6.14,7.03,1.461,K5III,III,2
9.99,3.82,0.627,G3V,V,4
9.11,6.32,0.589,G0V,V,4
6.45,27.5,0.45,F5V,V,4
7.46,10.83,0.409,F5II,II,1
9.1,24.14,0.879,K1V,V,4
7.1,4.55,1.131,K0III,III,2
9.4,4.58,0.372,F2V,V,4
9.37,3.51,1.252,K2III,III,2
7.59,19.51,0.537,F7V,V,4
7.88,4.1,1.21,K2III,III,2
8.91,3.72,0.784,G5IV,V,4
9.1,7.25,0.559,F6V,V,4
8.61,8.96,0.47,F5V,V,4
9.62,12.28,0.695,G6V,V,4
7.89,4.97,1.484,K3II,II,1
6.16,18.84,0.435,F4V,V,4
7.45,9.43,0.506,F6V,V,4
6.45,3.43,0.971,K0III,III,2
6.35,8.47,-0.025,A0V,V,4
8.9,9.35,0.433,F5V,V,4
4.3,18.53,-0.053,B9III,III,2
5.29,21.01,0.311,F0III,III,2
8.04,3.19,0.233,B5III,III,2
6.96,5.98,1.125,K1III,III,2
9.75,11.1,0.701,G5V,V,4
7.25,5.03,0.722,G5III,III,2
8.21,12.87,0.451,F6IV,V,4
7.64,5.27,1.034,K0III,III,2
7.19,1.79,1.629,K5III,III,2
8.73,11.77,0.684,G3V,V,4
7.78,17.83,0.65,G1V,V,4
8.66,16.81,0.67,G3V,V,4
9.17,2.08,1.188,K2III,III,2
7.64,6.04,0.208,A2V,V,4
9.01,5.87,0.45,F8V,V,4
8.51,7.97,0.436,F3IV,V,4
7.91,11.13,0.422,F2V,V,4
8.92,3.62,0.437,F3V,V,4
7.5,14.44,0.57,F8V,V,4
8.97,5.96,0.465,F5V,V,4
5.89,32.48,0.591,G0V,V,4
9.03,3.8,0.578,F8V,V,4
8.93,8.4,0.436,F3V,V,4
8.05,11.69,0.551,F7V,V,4
9.52,5.14,0.514,F5V,V,4
8.02,3.59,1.002,G8III,III,2
8.78,52.9,1.12,K4V,V,4
7.77,2.72,1.582,M1III,III,2
7.98,8.5,0.498,F7V,V,4
8.72,1.91,1.462,M3III,III,2
8.84,13.24,0.647,G1V,V,4
7.98,11.39,0.652,G5IV,V,4
9.79,2.21,0.694,G5V,V,4
8.26,2.95,1.136,K1III,III,2
9.11,12.01,0.576,G1V,V,4
7.13,17.14,0.447,F5V,V,4
7.76,2.78,1.216,K2III,III,2
7.13,4.23,1.058,K0III,III,2
9.4,4.81,0.505,F6V,V,4
8.95,2.03,1.15,G8II,II,1
7.34,19.45,1.049,K1III,III,2
6.09,11.4,1.022,K2III,III,2
8.52,1.16,0.267,A0V,V,4
8.51,1.95,0.37,B5V,V,4
8.52,4.03,0.222,A3V,V,4
8.45,4.78,0.565,G0V,V,4
6.76,11.66,0.193,A6III,III,2
8.56,1.58,1.51,M0III,III,2
8.0,4.22,0.155,A0II,II,1
8.46,2.54,0.986,K0III,III,2
9.68,4.98,0.394,F5V,V,4
8.66,1.64,1.444,K3III,III,2
8.01,8.29,0.463,F3V,V,4
6.26,8.79,1.079,K1III,III,2
9.6,10.79,0.602,G2V,V,4
8.03,7.63,0.563,F8V,V,4
